category,html_code,css_code,unicode,entity,name
asterisks,&#42;,\002A,U+0002A,&midast;,asterisk
asterisks,&#8270;,\204E,U+0204E,,low asterisk
asterisks,&#8273;,\2051,U+02051,,two asterisks aligned vertically
asterisks,&#8727;,\2217,U+02217,&lowast;,asterisk operator
asterisks,&#10018;,\2722,U+02722,,four teardrop-spoked asterisk
asterisks,&#10019;,\2723,U+02723,,four balloon-spoked asterisk
asterisks,&#10020;,\2724,U+02724,,heavy four balloon-spoked asterisk
asterisks,&#10021;,\2725,U+02725,,four club-spoked asterisk
asterisks,&#10033;,\2731,U+02731,,heavy asterisk
asterisks,&#10034;,\2732,U+02732,,open center asterisk
asterisks,&#10035;,\2733,U+02733,,eight spoked asterisk
asterisks,&#10042;,\273A,U+0273A,,sixteen pointed asterisk
asterisks,&#10043;,\273B,U+0273B,,teardrop-spoked asterisk
asterisks,&#10044;,\273C,U+0273C,,open centre teardrop-spoked asterisk
asterisks,&#10045;,\273D,U+0273D,,heavy teardrop-spoked asterisk
asterisks,&#10051;,\2743,U+02743,,heavy teardrop-spoked pinwheel asterisk
asterisks,&#10057;,\2749,U+02749,,balloon-spoked asterisk
asterisks,&#10058;,\274A,U+0274A,,eight teardrop-spoked propeller asterisk
asterisks,&#10059;,\274B,U+0274B,,heavy eight teardrop-spoked propeller asterisk
asterisks,&#10694;,\29C6,U+029C6,,squared asterisk
asterisks,&#42611;,\A673,U+0A673,,slavonic asterisk
asterisks,&#65121;,\FE61,U+0FE61,,small asterisk
asterisks,&#65290;,\FF0A,U+0FF0A,,fullwidth asterisk
asterisks,&#128943;,\1F7AF,U+1F7AF,,light five spoked asterisk
asterisks,&#128944;,\1F7B0,U+1F7B0,,medium five spoked asterisk
asterisks,&#128945;,\1F7B1,U+1F7B1,,bold five spoked asterisk
asterisks,&#128946;,\1F7B2,U+1F7B2,,heavy five spoked asterisk
asterisks,&#128947;,\1F7B3,U+1F7B3,,very heavy five spoked asterisk
asterisks,&#128948;,\1F7B4,U+1F7B4,,extremely heavy five spoked asterisk
asterisks,&#128949;,\1F7B5,U+1F7B5,,light six spoked asterisk
asterisks,&#128950;,\1F7B6,U+1F7B6,,medium six spoked asterisk
asterisks,&#128951;,\1F7B7,U+1F7B7,,bold six spoked asterisk
asterisks,&#128952;,\1F7B8,U+1F7B8,,heavy six spoked asterisk
asterisks,&#128953;,\1F7B9,U+1F7B9,,very heavy six spoked asterisk
asterisks,&#128954;,\1F7BA,U+1F7BA,,extremely heavy six spoked asterisk
asterisks,&#128955;,\1F7BB,U+1F7BB,,light eight spoked asterisk
asterisks,&#128956;,\1F7BC,U+1F7BC,,medium eight spoked asterisk
asterisks,&#128957;,\1F7BD,U+1F7BD,,bold eight spoked asterisk
asterisks,&#128958;,\1F7BE,U+1F7BE,,heavy eight spoked asterisk
asterisks,&#128959;,\1F7BF,U+1F7BF,,very heavy eight spoked asterisk
Currency,&#36;,\0024,U+0024,&dollar;,Dollar Sign
Currency,&#162;,\00A2,U+00A2,&cent;,Cent Sign
Currency,&#163;,\00A3,U+00A3,&pound;,Pound Sign
Currency,&#164;,\00A4,U+00A4,&curren;,Currency Sign
Currency,&#165;,\00A5,U+00A5,&yen;,Yen Sign
Miscellaneous Symbols,&#169;,\00A9,U+00A9,&copy;,Copyright Sign
Miscellaneous Symbols,&#174;,\00AE,U+00AE,&reg;,Registered Sign
Miscellaneous Symbols,&#8482;,\2122,U+2122,&trade;,Trade Mark Sign
Miscellaneous Symbols,&#64;,\0040,U+0040,&commat;,Commercial At
Miscellaneous Symbols,&#8450;,\2102,U+2102,&Copf;,Double-Struck Capital C
Miscellaneous Symbols,&#8453;,\2105,U+2105,&incare;,Care Of
Miscellaneous Symbols,&#8458;,\210A,U+210A,&gscr;,Script Small G
Miscellaneous Symbols,&#8459;,\210B,U+210B,&hamilt;,Script Capital H
Miscellaneous Symbols,&#8460;,\210C,U+210C,&Hfr;,Black-Letter Capital H
Miscellaneous Symbols,&#8461;,\210D,U+210D,&Hopf;,Double-Struck Capital H
Miscellaneous Symbols,&#8462;,\210E,U+210E,&planckh;,Planck Constant
Miscellaneous Symbols,&#8463;,\210F,U+210F,&planck;,Planck Constant Over Two Pi
Miscellaneous Symbols,&#8464;,\2110,U+2110,&Iscr;,Script Capital I
Miscellaneous Symbols,&#8465;,\2111,U+2111,&image;,Black-Letter Capital I
Miscellaneous Symbols,&#8466;,\2112,U+2112,&Lscr;,Script Capital L
Miscellaneous Symbols,&#8467;,\2113,U+2113,&ell;,Script Small L
Miscellaneous Symbols,&#8469;,\2115,U+2115,&Nopf;,Double-Struck Capital N
Miscellaneous Symbols,&#8470;,\2116,U+2116,&numero;,Numero Sign
Miscellaneous Symbols,&#8471;,\2117,U+2117,&copysr;,Sound Recording Copyright
Miscellaneous Symbols,&#8472;,\2118,U+2118,&weierp;,Script Capital P
Miscellaneous Symbols,&#8473;,\2119,U+2119,&Popf;,Double-Struck Capital P
Miscellaneous Symbols,&#8474;,\211A,U+211A,&Qopf;,Double-Struck Capital Q
Miscellaneous Symbols,&#8475;,\211B,U+211B,&Rscr;,Script Capital R
Miscellaneous Symbols,&#8476;,\211C,U+211C,&real;,Black-Letter Capital R
Miscellaneous Symbols,&#8477;,\211D,U+211D,&Ropf;,Double-Struck Capital R
Miscellaneous Symbols,&#8478;,\211E,U+211E,&rx;,Prescription Take
Miscellaneous Symbols,&#8484;,\2124,U+2124,&Zopf;,Double-Struck Capital Z
Miscellaneous Symbols,&#8487;,\2127,U+2127,&mho;,Inverted Ohm Sign
Miscellaneous Symbols,&#8488;,\2128,U+2128,&Zfr;,Black-Letter Capital Z
Miscellaneous Symbols,&#8489;,\2129,U+2129,&iiota;,Turned Greek Small Letter Iota
Miscellaneous Symbols,&#8492;,\212C,U+212C,&bernou;,Script Capital B
Miscellaneous Symbols,&#8493;,\212D,U+212D,&Cfr;,Black-Letter Capital C
Miscellaneous Symbols,&#8495;,\212F,U+212F,&escr;,Script Small E
Miscellaneous Symbols,&#8496;,\2130,U+2130,&Escr;,Script Capital E
Miscellaneous Symbols,&#8497;,\2131,U+2131,&Fscr;,Script Capital F
Miscellaneous Symbols,&#8499;,\2133,U+2133,&Mscr;,Script Capital M
Miscellaneous Symbols,&#8500;,\2134,U+2134,&oscr;,Script Small O
Miscellaneous Symbols,&#8501;,\2135,U+2135,&alefsym;,Alef Symbol
Miscellaneous Symbols,&#8502;,\2136,U+2136,&beth;,Bet Symbol
Miscellaneous Symbols,&#8503;,\2137,U+2137,&gimel;,Gimel Symbol
Miscellaneous Symbols,&#8504;,\2138,U+2138,&daleth;,Dalet Symbol
Miscellaneous Symbols,&#8517;,\2145,U+2145,&DD;,Double-Struck Italic Capital D
Miscellaneous Symbols,&#8518;,\2146,U+2146,&dd;,Double-Struck Italic Small D
Miscellaneous Symbols,&#8519;,\2147,U+2147,&ee;,Double-Struck Italic Small E
Miscellaneous Symbols,&#8520;,\2148,U+2148,&ii;,Double-Struck Italic Small I
Miscellaneous Symbols,&#9733;,\2605,U+2605,&starf;,Black Star
Miscellaneous Symbols,&#9734;,\2606,U+2606,&star;,White Star
Miscellaneous Symbols,&#9742;,\260E,U+260E,&phone;,Black Telephone
Miscellaneous Symbols,&#9792;,\2640,U+2640,&female;,Female Sign
Miscellaneous Symbols,&#9794;,\2642,U+2642,&male;,Male Sign
Miscellaneous Symbols,&#9824;,\2660,U+2660,&spades;,Black Spade Suit
Miscellaneous Symbols,&#9827;,\2663,U+2663,&clubs;,Black Club Suit
Miscellaneous Symbols,&#9829;,\2665,U+2665,&hearts;,Black Heart Suit
Miscellaneous Symbols,&#9830;,\2666,U+2666,&diams;,Black Diamond Suit
Miscellaneous Symbols,&#9674;,\25CA,U+25CA,&loz;,Lozenge
Miscellaneous Symbols,&#9834;,\266A,U+266A,&sung;,Eighth Note
Miscellaneous Symbols,&#9837;,\266D,U+266D,&flat;,Music Flat Sign
Miscellaneous Symbols,&#9838;,\266E,U+266E,&natural;,Music Natural Sign
Miscellaneous Symbols,&#9839;,\266F,U+266F,&sharp;,Music Sharp Sign
Miscellaneous Symbols,&#10003;,\2713,U+2713,&check;,Check Mark
Miscellaneous Symbols,&#10004;,\2714,U+2714,&#x2714;,Heavy Check Mark
Miscellaneous Symbols,&#128504;,\1F5F8,U+1F5F8,&#x1F5F8;,Light Check Mark
Miscellaneous Symbols,&#9083;,\237B,U+237B,&#x237B;,Not Check Mark
Miscellaneous Symbols,&#10007;,\2717,U+2717,&cross;,Ballot X
Miscellaneous Symbols,&#10016;,\2720,U+2720,&malt;,Maltese Cross
Miscellaneous Symbols,&#10038;,\2736,U+2736,&sext;,Six Pointed Black Star
Miscellaneous Symbols,&#10072;,\2758,U+2758,&VerticalSeparator;,Light Vertical Bar
Miscellaneous Symbols,&#10098;,\2772,U+2772,&lbbrk;,Light Left Tortoise Shell Bracket Ornament
Miscellaneous Symbols,&#10099;,\2773,U+2773,&rbbrk;,Light Right Tortoise Shell Bracket Ornament
Punctuation Symbols,&#33;,\0021,U+0021,&excl;,Exclamation Mark
Punctuation Symbols,&#35;,\0023,U+0023,&num;,Number Sign
Punctuation Symbols,&#37;,\0025,U+0025,&percnt;,Percent Sign
Punctuation Symbols,&#38;,\0026,U+0026,&amp;,Ampersand
Punctuation Symbols,&#40;,\0028,U+0028,&lpar;,Left Parenthesis
Punctuation Symbols,&#41;,\0029,U+0029,&rpar;,Right Parenthesis
Punctuation Symbols,&#42;,\002A,U+002A,&ast;,Asterisk
Punctuation Symbols,&#10059;,\274B,U+274B,&#x274B;,Heavy Eight Teardrop-Spoked Propeller Asterisk
Punctuation Symbols,&#44;,\002C,U+002C,&comma;,Comma
Punctuation Symbols,&#46;,\002E,U+002E,&period;,Full Stop
Punctuation Symbols,&#47;,\002F,U+002F,&sol;,Solidus
Punctuation Symbols,&#58;,\003A,U+003A,&colon;,Colon
Punctuation Symbols,&#59;,\003B,U+003B,&semi;,Semicolon
Punctuation Symbols,&#63;,\003F,U+003F,&quest;,Question Mark
Punctuation Symbols,&#91;,\005B,U+005B,&lbrack;,Left Square Bracket
Punctuation Symbols,&#92;,\005C,U+005C,&bsol;,Reverse Solidus
Punctuation Symbols,&#93;,\005D,U+005D,&rbrack;,Right Square Bracket
Punctuation Symbols,&#94;,\005E,U+005E,&Hat;,Circumflex Accent
Punctuation Symbols,&#95;,\005F,U+005F,&lowbar;,Low Line
Punctuation Symbols,&#96;,\0060,U+0060,&grave;,Grave Accent
Punctuation Symbols,&#123;,\007B,U+007B,&lbrace;,Left Curly Bracket
Punctuation Symbols,&#124;,\007C,U+007C,&vert;,Vertical Line
Punctuation Symbols,&#125;,\007D,U+007D,&rbrace;,Right Curly Bracket
Punctuation Symbols,&#126;,\007E,U+007E,&tilde;,Tilde
Punctuation Symbols,&#710;,\02C6,U+02C6,&circ;,Modifier Letter Circumflex Accent
Punctuation Symbols,&#160;,\00A0,U+00A0,&nbsp;,No-Break Space
Punctuation Symbols,&#8194;,\2002,U+2002,&ensp;,En Space
Punctuation Symbols,&#8195;,\2003,U+2003,&emsp;,Em Space
Punctuation Symbols,&#8201;,\2009,U+2009,&thinsp;,Thin Space
Punctuation Symbols,&#8204;,\200C,U+200C,&zwnj;,Zero Width Non-Joiner
Punctuation Symbols,&#8205;,\200D,U+200D,&zwj;,Zero Width Joiner
Punctuation Symbols,&#8206;,\200E,U+200E,&lrm;,Left-To-Right Mark
Punctuation Symbols,&#8207;,\200F,U+200F,&rlm;,Right-To-Left Mark
Punctuation Symbols,&#161;,\00A1,U+00A1,&iexcl;,Inverted Exclamation Mark
Punctuation Symbols,&#166;,\00A6,U+00A6,&brvbar;,Broken Bar
Punctuation Symbols,&#167;,\00A7,U+00A7,&sect;,Section Sign
Punctuation Symbols,&#168;,\00A8,U+00A8,&uml;,Diaeresis
Punctuation Symbols,&#170;,\00AA,U+00AA,&ordf;,Feminine Ordinal Indicator
Punctuation Symbols,&#172;,\00AC,U+00AC,&not;,Not Sign
Punctuation Symbols,&#173;,\00AD,U+00AD,&shy;,Soft Hyphen
Punctuation Symbols,&#175;,\00AF,U+00AF,&macr;,Macron
Punctuation Symbols,&#178;,\00B2,U+00B2,&sup2;,Superscript Two
Punctuation Symbols,&#179;,\00B3,U+00B3,&sup3;,Superscript Three
Punctuation Symbols,&#180;,\00B4,U+00B4,&acute;,Acute Accent
Punctuation Symbols,&#181;,\00B5,U+00B5,&micro;,Micro Sign
Punctuation Symbols,&#182;,\00B6,U+00B6,&para;,Pilcrow Sign
Punctuation Symbols,&#183;,\00B7,U+00B7,&middot;,Middle Dot
Punctuation Symbols,&#184;,\00B8,U+00B8,&cedil;,Cedilla
Punctuation Symbols,&#185;,\00B9,U+00B9,&sup1;,Superscript One
Punctuation Symbols,&#186;,\00BA,U+00BA,&ordm;,Masculine Ordinal Indicator
Punctuation Symbols,&#191;,\00BF,U+00BF,&iquest;,Inverted Question Mark
Punctuation Symbols,&#8208;,\2010,U+2010,&hyphen;,Hyphen
Punctuation Symbols,&#8211;,\2013,U+2013,&ndash;,En Dash
Punctuation Symbols,&#8212;,\2014,U+2014,&mdash;,Em Dash
Punctuation Symbols,&#8213;,\2015,U+2015,&horbar;,Horizontal Bar
Punctuation Symbols,&#8214;,\2016,U+2016,&Vert;,Double Vertical Line
Punctuation Symbols,&#8224;,\2020,U+2020,&dagger;,Dagger
Punctuation Symbols,&#8225;,\2021,U+2021,&Dagger;,Double Dagger
Punctuation Symbols,&#8226;,\2022,U+2022,&bull;,Bullet
Punctuation Symbols,&#8229;,\2025,U+2025,&nldr;,Two Dot Leader
Punctuation Symbols,&#8230;,\2026,U+2026,&hellip;,Horizontal Ellipsis
Punctuation Symbols,&#8240;,\2030,U+2030,&;,Per Mille Sign
Punctuation Symbols,&#8241;,\2031,U+2031,&pertenk;,Per Ten Thousand Sign
Punctuation Symbols,&#8242;,\2032,U+2032,&prime;,Prime
Punctuation Symbols,&#8243;,\2033,U+2033,&Prime;,Double Prime
Punctuation Symbols,&#8244;,\2034,U+2034,&tprime;,Triple Prime
Punctuation Symbols,&#8245;,\2035,U+2035,&bprime;,Reversed Prime
Punctuation Symbols,&#8254;,\203E,U+203E,&oline;,Overline
Punctuation Symbols,&#8257;,\2041,U+2041,&caret;,Caret Insertion Point
Punctuation Symbols,&#8259;,\2043,U+2043,&hybull;,Hyphen Bullet
Punctuation Symbols,&#8260;,\2044,U+2044,&frasl;,Fraction Slash
Punctuation Symbols,&#8271;,\204F,U+204F,&bsemi;,Reversed Semicolon
Punctuation Symbols,&#8279;,\2057,U+2057,&qprime;,Quadruple Prime
Quotation Marks,&#34;,\0022,U+0022,&quot;,Quotation Mark
Quotation Marks,&#39;,\0027,U+0027,&apos;,Apostrophe
Quotation Marks,&#171;,\00AB,U+00AB,&laquo;,Left-Pointing Double Angle Quotation Mark
Quotation Marks,&#187;,\00BB,U+00BB,&raquo;,Right-Pointing Double Angle Quotation Mark
Quotation Marks,&#8216;,\2018,U+2018,&lsquo;,Left Single Quotation Mark
Quotation Marks,&#8217;,\2019,U+2019,&rsquo;,Right Single Quotation Mark
Quotation Marks,&#8218;,\201A,U+201A,&sbquo;,Single Low-9 Quotation Mark
Quotation Marks,&#8220;,\201C,U+201C,&ldquo;,Left Double Quotation Mark
Quotation Marks,&#8221;,\201D,U+201D,&rdquo;,Right Double Quotation Mark
Quotation Marks,&#8222;,\201E,U+201E,&bdquo;,Double Low-9 Quotation Mark
Quotation Marks,&#8249;,\2039,U+2039,&lsaquo;,Single Left-Pointing Angle Quotation Mark
Quotation Marks,&#8250;,\203A,U+203A,&rsaquo;,Single Right-Pointing Angle Quotation Mark
Fractions,&#188;,\00BC,U+00BC,&frac14;,Vulgar Fraction One Quarter
Fractions,&#189;,\00BD,U+00BD,&frac12;,Vulgar Fraction One Half
Fractions,&#190;,\00BE,U+00BE,&frac34;,Vulgar Fraction Three Quarters
Fractions,&#8531;,\2153,U+2153,&frac13;,Vulgar Fraction One Third
Fractions,&#8532;,\2154,U+2154,&frac23;,Vulgar Fraction Two Thirds
Fractions,&#8533;,\2155,U+2155,&frac15;,Vulgar Fraction One Fifth
Fractions,&#8534;,\2156,U+2156,&frac25;,Vulgar Fraction Two Fifths
Fractions,&#8535;,\2157,U+2157,&frac35;,Vulgar Fraction Three Fifths
Fractions,&#8536;,\2158,U+2158,&frac45;,Vulgar Fraction Four Fifths
Fractions,&#8537;,\2159,U+2159,&frac16;,Vulgar Fraction One Sixth
Fractions,&#8538;,\215A,U+215A,&frac56;,Vulgar Fraction Five Sixths
Fractions,&#8539;,\215B,U+215B,&frac18;,Vulgar Fraction One Eighth
Fractions,&#8540;,\215C,U+215C,&frac38;,Vulgar Fraction Three Eighths
Fractions,&#8541;,\215D,U+215D,&frac58;,Vulgar Fraction Five Eighths
Fractions,&#8542;,\215E,U+215E,&frac78;,Vulgar Fraction Seven Eighths
Math Symbols,&#43;,\002B,U+002B,&plus;,Plus Sign
Math Symbols,&#8722;,\2212,U+2212,&minus;,Minus Sign
Math Symbols,&#215;,\00D7,U+00D7,&times;,Multiplication Sign
Math Symbols,&#247;,\00F7,U+00F7,&divide;,Division Sign
Math Symbols,&#61;,\003D,U+003D,&equals;,Equals Sign
Math Symbols,&#8800;,\2260,U+2260,&ne;,Not Equal To
Math Symbols,&#177;,\00B1,U+00B1,&plusmn;,Plus minus symbol
Math Symbols,&#172;,\00AC,U+00AC,&not;,Not Sign
Math Symbols,&#60;,\003C,U+003C,&lt;,Less-Than Sign
Math Symbols,&#62;,\003E,U+003E,&gt;,Greater-Than Sign
Math Symbols,&#176;,\00B0,U+00B0,&deg;,Degree Sign
Math Symbols,&#185;,\00B9,U+00B9,&sup1;,Superscript One
Math Symbols,&#178;,\00B2,U+00B2,&sup2;,Superscript Two
Math Symbols,&#179;,\00B3,U+00B3,&sup3;,Superscript Three
Math Symbols,&#402;,\0192,U+0192,&fnof;,Latin Small Letter F with Hook
Math Symbols,&#37;,\0025,U+0025,&percnt;,Percent Sign
Math Symbols,&#137;,\0089,U+0089,&permil;,Character Tabulation with Justification
Math Symbols,&#8241;,\2031,U+2031,&pertenk;,Per Ten Thousand Sign
Math Symbols,&#8704;,\2200,U+2200,&forall;,For All
Math Symbols,&#8705;,\2201,U+2201,&comp;,Complement
Math Symbols,&#8706;,\2202,U+2202,&part;,Partial Differential
Math Symbols,&#8707;,\2203,U+2203,&exist;,There Exists
Math Symbols,&#8708;,\2204,U+2204,&nexist;,There Does Not Exist
Math Symbols,&#8709;,\2205,U+2205,&empty;,Empty Set
Math Symbols,&#8711;,\2207,U+2207,&nabla;,Nabla
Math Symbols,&#8712;,\2208,U+2208,&isin;,Element Of
Math Symbols,&#8713;,\2209,U+2209,&notin;,Not an Element Of
Math Symbols,&#8715;,\220B,U+220B,&ni;,Contains As Member
Math Symbols,&#8716;,\220C,U+220C,&notni;,Does Not Contain As Member
Math Symbols,&#8719;,\220F,U+220F,&prod;,N-Ary Product
Math Symbols,&#8720;,\2210,U+2210,&coprod;,N-Ary Coproduct
Math Symbols,&#8721;,\2211,U+2211,&sum;,N-Ary Summation
Math Symbols,&#8723;,\2213,U+2213,&mnplus;,Minus-or-Plus Sign
Math Symbols,&#8724;,\2214,U+2214,&plusdo;,Dot Plus
Math Symbols,&#8726;,\2216,U+2216,&setminus;,Set Minus
Math Symbols,&#8727;,\2217,U+2217,&lowast;,Asterisk Operator
Math Symbols,&#8728;,\2218,U+2218,&compfn;,Ring Operator
Math Symbols,&#8730;,\221A,U+221A,&radic;,Square Root
Math Symbols,&#8733;,\221D,U+221D,&prop;,Proportional To
Math Symbols,&#8734;,\221E,U+221E,&infin;,Infinity
Math Symbols,&#8735;,\221F,U+221F,&angrt;,Right Angle
Math Symbols,&#8736;,\2220,U+2220,&ang;,Angle
Math Symbols,&#8737;,\2221,U+2221,&angmsd;,Measured Angle
Math Symbols,&#8738;,\2222,U+2222,&angsph;,Spherical Angle
Math Symbols,&#8739;,\2223,U+2223,&mid;,Divides
Math Symbols,&#8740;,\2224,U+2224,&nmid;,Does Not Divide
Math Symbols,&#8741;,\2225,U+2225,&parallel;,Parallel To
Math Symbols,&#8742;,\2226,U+2226,&npar;,Not Parallel To
Math Symbols,&#8743;,\2227,U+2227,&and;,Logical And
Math Symbols,&#8744;,\2228,U+2228,&or;,Logical Or
Math Symbols,&#8745;,\2229,U+2229,&cap;,Intersection
Math Symbols,&#8746;,\222A,U+222A,&cup;,Union
Math Symbols,&#8747;,\222B,U+222B,&int;,Integral
Math Symbols,&#8748;,\222C,U+222C,&Int;,Double Integral
Math Symbols,&#8749;,\222D,U+222D,&iiint;,Triple Integral
Math Symbols,&#8750;,\222E,U+222E,&conint;,Contour Integral
Math Symbols,&#8751;,\222F,U+222F,&Conint;,Surface Integral
Math Symbols,&#8752;,\2230,U+2230,&Cconint;,Volume Integral
Math Symbols,&#8753;,\2231,U+2231,&cwint;,Clockwise Integral
Math Symbols,&#8754;,\2232,U+2232,&cwconint;,Clockwise Contour Integral
Math Symbols,&#8755;,\2233,U+2233,&awconint;,Anticlockwise Contour Integral
Math Symbols,&#8756;,\2234,U+2234,&there4;,Therefore
Math Symbols,&#8757;,\2235,U+2235,&because;,Because
Math Symbols,&#8758;,\2236,U+2236,&ratio;,Ratio
Math Symbols,&#8759;,\2237,U+2237,&Colon;,Proportion
Math Symbols,&#8760;,\2238,U+2238,&minusd;,Dot Minus
Math Symbols,&#8762;,\223A,U+223A,&mDDot;,Geometric Proportion
Math Symbols,&#8763;,\223B,U+223B,&homtht;,Homothetic
Math Symbols,&#8764;,\223C,U+223C,&sim;,Tilde Operator
Math Symbols,&#8765;,\223D,U+223D,&bsim;,Reversed Tilde
Math Symbols,&#8766;,\223E,U+223E,&ac;,Inverted Lazy S
Math Symbols,&#8767;,\223F,U+223F,&acd;,Sine Wave
Math Symbols,&#8768;,\2240,U+2240,&wreath;,Wreath Product
Math Symbols,&#8769;,\2241,U+2241,&nsim;,Not Tilde
Math Symbols,&#8770;,\2242,U+2242,&esim;,Minus Tilde
Math Symbols,&#8771;,\2243,U+2243,&sime;,Asymptotically Equal To
Math Symbols,&#8772;,\2244,U+2244,&nsime;,Not Asymptotically Equal To
Math Symbols,&#8773;,\2245,U+2245,&cong;,Approximately Equal To
Math Symbols,&#8774;,\2246,U+2246,&simne;,Approximately But Not Actually Equal To
Math Symbols,&#8775;,\2247,U+2247,&ncong;,Neither Approximately nor Actually Equal To
Math Symbols,&#8776;,\2248,U+2248,&asymp;,Almost Equal To
Math Symbols,&#8777;,\2249,U+2249,&nap;,Not Almost Equal To
Math Symbols,&#8778;,\224A,U+224A,&approxeq;,Almost Equal or Equal To
Math Symbols,&#8779;,\224B,U+224B,&apid;,Triple Tilde
Math Symbols,&#8780;,\224C,U+224C,&bcong;,All Equal To
Math Symbols,&#8781;,\224D,U+224D,&asympeq;,Equivalent To
