category,html_code,css_code,unicode,entity,name
Latin Letters,&#262;,\0106,U+0106,&Cacute;,Latin Capital Letter C with Acute
Latin Letters,&#263;,\0107,U+0107,&cacute;,Latin Small Letter C with Acute
Latin Letters,&#264;,\0108,U+0108,&Ccirc;,Latin Capital Letter C with Circumflex
Latin Letters,&#265;,\0109,U+0109,&ccirc;,Latin Small Letter C with Circumflex
Latin Letters,&#266;,\010A,U+010A,&Cdot;,Latin Capital Letter C with Dot Above
Latin Letters,&#267;,\010B,U+010B,&cdot;,Latin Small Letter C with Dot Above
Latin Letters,&#268;,\010C,U+010C,&Ccaron;,Latin Capital Letter C with Caron
Latin Letters,&#269;,\010D,U+010D,&ccaron;,Latin Small Letter C with Caron
Latin Letters,&#270;,\010E,U+010E,&Dcaron;,Latin Capital Letter D with Caron
Latin Letters,&#271;,\010F,U+010F,&dcaron;,Latin Small Letter D with Caron
Latin Letters,&#272;,\0110,U+0110,&Dstrok;,Latin Capital Letter D with Stroke
Latin Letters,&#273;,\0111,U+0111,&dstrok;,Latin Small Letter D with Stroke
Latin Letters,&#274;,\0112,U+0112,&Emacr;,Latin Capital Letter E with Macron
Latin Letters,&#275;,\0113,U+0113,&emacr;,Latin Small Letter E with Macron
Latin Letters,&#278;,\0116,U+0116,&Edot;,Latin Capital Letter E with Dot Above
Latin Letters,&#279;,\0117,U+0117,&edot;,Latin Small Letter E with Dot Above
Latin Letters,&#280;,\0118,U+0118,&Eogon;,Latin Capital Letter E with Ogonek
Latin Letters,&#281;,\0119,U+0119,&eogon;,Latin Small Letter E with Ogonek
Latin Letters,&#282;,\011A,U+011A,&Ecaron;,Latin Capital Letter E with Caron
Latin Letters,&#283;,\011B,U+011B,&ecaron;,Latin Small Letter E with Caron
Latin Letters,&#284;,\011C,U+011C,&Gcirc;,Latin Capital Letter G with Circumflex
Latin Letters,&#285;,\011D,U+011D,&gcirc;,Latin Small Letter G with Circumflex
Latin Letters,&#286;,\011E,U+011E,&Gbreve;,Latin Capital Letter G with Breve
Latin Letters,&#287;,\011F,U+011F,&gbreve;,Latin Small Letter G with Breve
Latin Letters,&#288;,\0120,U+0120,&Gdot;,Latin Capital Letter G with Dot Above
Latin Letters,&#289;,\0121,U+0121,&gdot;,Latin Small Letter G with Dot Above
Latin Letters,&#290;,\0122,U+0122,&Gcedil;,Latin Capital Letter G with Cedilla
Latin Letters,&#292;,\0124,U+0124,&Hcirc;,Latin Capital Letter H with Circumflex
Latin Letters,&#293;,\0125,U+0125,&hcirc;,Latin Small Letter H with Circumflex
Latin Letters,&#294;,\0126,U+0126,&Hstrok;,Latin Capital Letter H with Stroke
Latin Letters,&#295;,\0127,U+0127,&hstrok;,Latin Small Letter H with Stroke
Latin Letters,&#296;,\0128,U+0128,&Itilde;,Latin Capital Letter I with Tilde
Latin Letters,&#297;,\0129,U+0129,&itilde;,Latin Small Letter I with Tilde
Latin Letters,&#298;,\012A,U+012A,&Imacr;,Latin Capital Letter I with Macron
Latin Letters,&#299;,\012B,U+012B,&imacr;,Latin Small Letter I with Macron
Latin Letters,&#302;,\012E,U+012E,&Iogon;,Latin Capital Letter I with Ogonek
Latin Letters,&#303;,\012F,U+012F,&iogon;,Latin Small Letter I with Ogonek
Latin Letters,&#304;,\0130,U+0130,&Idot;,Latin Capital Letter I with Dot Above
Latin Letters,&#305;,\0131,U+0131,&imath;,Latin Small Letter Dotless I
Latin Letters,&#306;,\0132,U+0132,&IJlig;,Latin Capital Ligature Ij
Latin Letters,&#307;,\0133,U+0133,&ijlig;,Latin Small Ligature Ij
Latin Letters,&#308;,\0134,U+0134,&Jcirc;,Latin Capital Letter J with Circumflex
Latin Letters,&#309;,\0135,U+0135,&jcirc;,Latin Small Letter J with Circumflex
Latin Letters,&#310;,\0136,U+0136,&Kcedil;,Latin Capital Letter K with Cedilla
Latin Letters,&#311;,\0137,U+0137,&kcedil;,Latin Small Letter K with Cedilla
Latin Letters,&#312;,\0138,U+0138,&kgreen;,Latin Small Letter Kra
Latin Letters,&#314;,\013A,U+013A,&lacute;,Latin Small Letter L with Acute
Latin Letters,&#315;,\013B,U+013B,&Lcedil;,Latin Capital Letter L with Cedilla
Latin Letters,&#316;,\013C,U+013C,&lcedil;,Latin Small Letter L with Cedilla
Latin Letters,&#317;,\013D,U+013D,&Lcaron;,Latin Capital Letter L with Caron
Latin Letters,&#318;,\013E,U+013E,&lcaron;,Latin Small Letter L with Caron
Latin Letters,&#319;,\013F,U+013F,&Lmidot;,Latin Capital Letter L with Middle Dot
Latin Letters,&#320;,\0140,U+0140,&lmidot;,Latin Small Letter L with Middle Dot
Latin Letters,&#321;,\0141,U+0141,&Lstrok;,Latin Capital Letter L with Stroke
Latin Letters,&#322;,\0142,U+0142,&lstrok;,Latin Small Letter L with Stroke
Latin Letters,&#323;,\0143,U+0143,&Nacute;,Latin Capital Letter N with Acute
Latin Letters,&#324;,\0144,U+0144,&nacute;,Latin Small Letter N with Acute
Latin Letters,&#325;,\0145,U+0145,&Ncedil;,Latin Capital Letter N with Cedilla
Latin Letters,&#326;,\0146,U+0146,&ncedil;,Latin Small Letter N with Cedilla
Latin Letters,&#327;,\0147,U+0147,&Ncaron;,Latin Capital Letter N with Caron
Latin Letters,&#328;,\0148,U+0148,&ncaron;,Latin Small Letter N with Caron
Latin Letters,&#329;,\0149,U+0149,&napos;,Latin Small Letter N Preceded By Apostrophe
Latin Letters,&#330;,\014A,U+014A,&ENG;,Latin Capital Letter Eng
Latin Letters,&#331;,\014B,U+014B,&eng;,Latin Small Letter Eng
Latin Letters,&#332;,\014C,U+014C,&Omacr;,Latin Capital Letter O with Macron
Latin Letters,&#333;,\014D,U+014D,&omacr;,Latin Small Letter O with Macron
Latin Letters,&#336;,\0150,U+0150,&Odblac;,Latin Capital Letter O with Double Acute
Latin Letters,&#337;,\0151,U+0151,&odblac;,Latin Small Letter O with Double Acute
Latin Letters,&#338;,\0152,U+0152,&OElig;,Latin Capital Ligature Oe
Latin Letters,&#339;,\0153,U+0153,&oelig;,Latin Small Ligature Oe
Latin Letters,&#340;,\0154,U+0154,&Racute;,Latin Capital Letter R with Acute
Latin Letters,&#341;,\0155,U+0155,&racute;,Latin Small Letter R with Acute
Latin Letters,&#342;,\0156,U+0156,&Rcedil;,Latin Capital Letter R with Cedilla
Latin Letters,&#343;,\0157,U+0157,&rcedil;,Latin Small Letter R with Cedilla
Latin Letters,&#344;,\0158,U+0158,&Rcaron;,Latin Capital Letter R with Caron
Latin Letters,&#345;,\0159,U+0159,&rcaron;,Latin Small Letter R with Caron
Latin Letters,&#346;,\015A,U+015A,&Sacute;,Latin Capital Letter S with Acute
Latin Letters,&#347;,\015B,U+015B,&sacute;,Latin Small Letter S with Acute
Latin Letters,&#348;,\015C,U+015C,&Scirc;,Latin Capital Letter S with Circumflex
Latin Letters,&#349;,\015D,U+015D,&scirc;,Latin Small Letter S with Circumflex
Latin Letters,&#350;,\015E,U+015E,&Scedil;,Latin Capital Letter S with Cedilla
Latin Letters,&#351;,\015F,U+015F,&scedil;,Latin Small Letter S with Cedilla
Latin Letters,&#352;,\0160,U+0160,&Scaron;,Latin Capital Letter S with Caron
Latin Letters,&#353;,\0161,U+0161,&scaron;,Latin Small Letter S with Caron
Latin Letters,&#354;,\0162,U+0162,&Tcedil;,Latin Capital Letter T with Cedilla
Latin Letters,&#355;,\0163,U+0163,&tcedil;,Latin Small Letter T with Cedilla
Latin Letters,&#356;,\0164,U+0164,&Tcaron;,Latin Capital Letter T with Caron
Latin Letters,&#357;,\0165,U+0165,&tcaron;,Latin Small Letter T with Caron
Latin Letters,&#358;,\0166,U+0166,&Tstrok;,Latin Capital Letter T with Stroke
Latin Letters,&#359;,\0167,U+0167,&tstrok;,Latin Small Letter T with Stroke
Latin Letters,&#360;,\0168,U+0168,&Utilde;,Latin Capital Letter U with Tilde
Latin Letters,&#361;,\0169,U+0169,&utilde;,Latin Small Letter U with Tilde
Latin Letters,&#362;,\016A,U+016A,&Umacr;,Latin Capital Letter U with Macron
Latin Letters,&#363;,\016B,U+016B,&umacr;,Latin Small Letter U with Macron
Latin Letters,&#364;,\016C,U+016C,&Ubreve;,Latin Capital Letter U with Breve
Latin Letters,&#365;,\016D,U+016D,&ubreve;,Latin Small Letter U with Breve
Latin Letters,&#366;,\016E,U+016E,&Uring;,Latin Capital Letter U with Ring Above
Latin Letters,&#367;,\016F,U+016F,&uring;,Latin Small Letter U with Ring Above
Latin Letters,&#368;,\0170,U+0170,&Udblac;,Latin Capital Letter U with Double Acute
Latin Letters,&#369;,\0171,U+0171,&udblac;,Latin Small Letter U with Double Acute
Latin Letters,&#370;,\0172,U+0172,&Uogon;,Latin Capital Letter U with Ogonek
Latin Letters,&#371;,\0173,U+0173,&uogon;,Latin Small Letter U with Ogonek
Latin Letters,&#372;,\0174,U+0174,&Wcirc;,Latin Capital Letter W with Circumflex
Latin Letters,&#373;,\0175,U+0175,&wcirc;,Latin Small Letter W with Circumflex
Latin Letters,&#374;,\0176,U+0176,&Ycirc;,Latin Capital Letter Y with Circumflex
Latin Letters,&#375;,\0177,U+0177,&ycirc;,Latin Small Letter Y with Circumflex
Latin Letters,&#376;,\0178,U+0178,&Yuml;,Latin Capital Letter Y with Diaeresis
Latin Letters,&#377;,\0179,U+0179,&Zacute;,Latin Capital Letter Z with Acute
Latin Letters,&#378;,\017A,U+017A,&zacute;,Latin Small Letter Z with Acute
Latin Letters,&#379;,\017B,U+017B,&Zdot;,Latin Capital Letter Z with Dot Above
Latin Letters,&#380;,\017C,U+017C,&zdot;,Latin Small Letter Z with Dot Above
Latin Letters,&#381;,\017D,U+017D,&Zcaron;,Latin Capital Letter Z with Caron
Latin Letters,&#382;,\017E,U+017E,&zcaron;,Latin Small Letter Z with Caron
Latin Letters,&#785;,\0311,U+0311,&DownBreve;,Combining Inverted Breve
Arrows,&#8634;,\21BA,U+21BA,&olarr;,Anticlockwise Open Circle Arrow
Arrows,&#8635;,\21BB,U+21BB,&orarr;,Clockwise Open Circle Arrow
Arrows,&#8636;,\21BC,U+21BC,&lharu;,Leftwards Harpoon with Barb Upwards
Arrows,&#8637;,\21BD,U+21BD,&lhard;,Leftwards Harpoon with Barb Downwards
Arrows,&#8638;,\21BE,U+21BE,&uharr;,Upwards Harpoon with Barb Rightwards
Arrows,&#8639;,\21BF,U+21BF,&uharl;,Upwards Harpoon with Barb Leftwards
Arrows,&#8640;,\21C0,U+21C0,&rharu;,Rightwards Harpoon with Barb Upwards
Arrows,&#8641;,\21C1,U+21C1,&rhard;,Rightwards Harpoon with Barb Downwards
Arrows,&#8642;,\21C2,U+21C2,&dharr;,Downwards Harpoon with Barb Rightwards
Arrows,&#8643;,\21C3,U+21C3,&dharl;,Downwards Harpoon with Barb Leftwards
Arrows,&#8644;,\21C4,U+21C4,&rlarr;,Rightwards Arrow Over Leftwards Arrow
Arrows,&#8645;,\21C5,U+21C5,&udarr;,Upwards Arrow Leftwards of Downwards Arrow
Arrows,&#8646;,\21C6,U+21C6,&lrarr;,Leftwards Arrow Over Rightwards Arrow
Arrows,&#8647;,\21C7,U+21C7,&llarr;,Leftwards Paired Arrows
Arrows,&#8648;,\21C8,U+21C8,&uuarr;,Upwards Paired Arrows
Arrows,&#8649;,\21C9,U+21C9,&rrarr;,Rightwards Paired Arrows
Arrows,&#8650;,\21CA,U+21CA,&ddarr;,Downwards Paired Arrows
Arrows,&#8651;,\21CB,U+21CB,&lrhar;,Leftwards Harpoon Over Rightwards Harpoon
Arrows,&#8652;,\21CC,U+21CC,&rlhar;,Rightwards Harpoon Over Leftwards Harpoon
Arrows,&#8653;,\21CD,U+21CD,&nlArr;,Leftwards Double Arrow with Stroke
Arrows,&#8654;,\21CE,U+21CE,&nhArr;,Left Right Double Arrow with Stroke
Arrows,&#8655;,\21CF,U+21CF,&nrArr;,Rightwards Double Arrow with Stroke
Arrows,&#8656;,\21D0,U+21D0,&lArr;,Leftwards Double Arrow
Arrows,&#8657;,\21D1,U+21D1,&uArr;,Upwards Double Arrow
Arrows,&#8658;,\21D2,U+21D2,&rArr;,Rightwards Double Arrow
Arrows,&#8659;,\21D3,U+21D3,&dArr;,Downwards Double Arrow
Arrows,&#8660;,\21D4,U+21D4,&hArr;,Left Right Double Arrow
Arrows,&#8661;,\21D5,U+21D5,&vArr;,Up Down Double Arrow
Arrows,&#8662;,\21D6,U+21D6,&nwArr;,North West Double Arrow
Arrows,&#8663;,\21D7,U+21D7,&neArr;,North East Double Arrow
Arrows,&#8664;,\21D8,U+21D8,&seArr;,South East Double Arrow
Arrows,&#8665;,\21D9,U+21D9,&swArr;,South West Double Arrow
Arrows,&#8666;,\21DA,U+21DA,&lAarr;,Leftwards Triple Arrow
Arrows,&#8667;,\21DB,U+21DB,&rAarr;,Rightwards Triple Arrow
Arrows,&#8668;,\21DC,U+21DC,&ziglarr;,Leftwards Squiggle Arrow
Arrows,&#8669;,\21DD,U+21DD,&zigrarr;,Rightwards Squiggle Arrow
Arrows,&#8676;,\21E4,U+21E4,&larrb;,Leftwards Arrow To Bar
Arrows,&#8677;,\21E5,U+21E5,&rarrb;,Rightwards Arrow To Bar
Arrows,&#8693;,\21F5,U+21F5,&duarr;,Downwards Arrow Leftwards of Upwards Arrow
Arrows,&#8703;,\21FF,U+21FF,&hoarr;,Left Right Open-Headed Arrow
Arrows,&#8701;,\21FD,U+21FD,&loarr;,Leftwards Open-Headed Arrow
Arrows,&#8702;,\21FE,U+21FE,&roarr;,Rightwards Open-Headed Arrow
Arrows,&#10229;,\27F5,U+27F5,&xlarr;,Long Leftwards Arrow
Arrows,&#10230;,\27F6,U+27F6,&xrarr;,Long Rightwards Arrow
Arrows,&#10231;,\27F7,U+27F7,&xharr;,Long Left Right Arrow
Arrows,&#10232;,\27F8,U+27F8,&xlArr;,Long Leftwards Double Arrow
Arrows,&#10233;,\27F9,U+27F9,&xrArr;,Long Rightwards Double Arrow
Arrows,&#10234;,\27FA,U+27FA,&xhArr;,Long Left Right Double Arrow
Arrows,&#10239;,\27FF,U+27FF,&dzigrarr;,Long Rightwards Squiggle Arrow
Arrows,&#10236;,\27FC,U+27FC,&xmap;,Long Rightwards Arrow from Bar
Arrows,&#10498;,\2902,U+2902,&nvlArr;,Leftwards Double Arrow with Vertical Stroke
Arrows,&#10499;,\2903,U+2903,&nvrArr;,Rightwards Double Arrow with Vertical Stroke
Arrows,&#10500;,\2904,U+2904,&nvHarr;,Left Right Double Arrow with Vertical Stroke
Arrows,&#10501;,\2905,U+2905,&Map;,Rightwards Two-Headed Arrow from Bar
Arrows,&#10508;,\290C,U+290C,&lbarr;,Leftwards Double Dash Arrow
Arrows,&#10509;,\290D,U+290D,&rbarr;,Rightwards Double Dash Arrow
Arrows,&#10510;,\290E,U+290E,&lBarr;,Leftwards Triple Dash Arrow
Arrows,&#10511;,\290F,U+290F,&rBarr;,Rightwards Triple Dash Arrow
Arrows,&#10512;,\2910,U+2910,&RBarr;,Rightwards Two-Headed Triple Dash Arrow
Arrows,&#10513;,\2911,U+2911,&DDotrahd;,Rightwards Arrow with Dotted Stem
Arrows,&#10514;,\2912,U+2912,&UpArrowBar;,Upwards Arrow To Bar
Arrows,&#10515;,\2913,U+2913,&DownArrowBar;,Downwards Arrow To Bar
Arrows,&#10518;,\2916,U+2916,&Rarrtl;,Rightwards Two-Headed Arrow with Tail
Arrows,&#10521;,\2919,U+2919,&latail;,Leftwards Arrow-Tail
Arrows,&#10522;,\291A,U+291A,&ratail;,Rightwards Arrow-Tail
Arrows,&#10523;,\291B,U+291B,&lAtail;,Leftwards Double Arrow-Tail
Arrows,&#10524;,\291C,U+291C,&rAtail;,Rightwards Double Arrow-Tail
Arrows,&#10525;,\291D,U+291D,&larrfs;,Leftwards Arrow To Black Diamond
Arrows,&#10526;,\291E,U+291E,&rarrfs;,Rightwards Arrow To Black Diamond
Arrows,&#10527;,\291F,U+291F,&larrbfs;,Leftwards Arrow from Bar To Black Diamond
Arrows,&#10528;,\2920,U+2920,&rarrbfs;,Rightwards Arrow from Bar To Black Diamond
Arrows,&#10531;,\2923,U+2923,&nwarhk;,North West Arrow with Hook
Arrows,&#10532;,\2924,U+2924,&nearhk;,North East Arrow with Hook
Arrows,&#10533;,\2925,U+2925,&searhk;,South East Arrow with Hook
Arrows,&#10534;,\2926,U+2926,&swarhk;,South West Arrow with Hook
Arrows,&#10535;,\2927,U+2927,&nwnear;,North West Arrow and North East Arrow
Arrows,&#10536;,\2928,U+2928,&nesear;,North East Arrow and South East Arrow
Arrows,&#10537;,\2929,U+2929,&seswar;,South East Arrow and South West Arrow
Arrows,&#10538;,\292A,U+292A,&swnwar;,South West Arrow and North West Arrow
Arrows,&#10549;,\2935,U+2935,&cudarrr;,Arrow Pointing Rightwards Then Curving Downwards
Arrows,&#10550;,\2936,U+2936,&ldca;,Arrow Pointing Downwards Then Curving Leftwards
Arrows,&#10551;,\2937,U+2937,&rdca;,Arrow Pointing Downwards Then Curving Rightwards
Arrows,&#10552;,\2938,U+2938,&cudarrl;,Right-Side Arc Clockwise Arrow
Arrows,&#10553;,\2939,U+2939,&larrpl;,Left-Side Arc Anticlockwise Arrow
Arrows,&#10556;,\293C,U+293C,&curarrm;,Top Arc Clockwise Arrow with Minus
Arrows,&#10557;,\293D,U+293D,&cularrp;,Top Arc Anticlockwise Arrow with Plus
Arrows,&#10565;,\2945,U+2945,&rarrpl;,Rightwards Arrow with Plus Below
Arrows,&#10568;,\2948,U+2948,&harrcir;,Left Right Arrow Through Small Circle
Arrows,&#10569;,\2949,U+2949,&Uarrocir;,Upwards Two-Headed Arrow from Small Circle
Arrows,&#10570;,\294A,U+294A,&lurdshar;,Left Barb Up Right Barb Down Harpoon
Arrows,&#10571;,\294B,U+294B,&ldrushar;,Left Barb Down Right Barb Up Harpoon
Arrows,&#10575;,\294F,U+294F,&RightUpDownVector;,Up Barb Right Down Barb Right Harpoon
Arrows,&#10576;,\2950,U+2950,&DownLeftRightVector;,Left Barb Down Right Barb Down Harpoon
Arrows,&#10577;,\2951,U+2951,&LeftUpDownVector;,Up Barb Left Down Barb Left Harpoon
Arrows,&#10578;,\2952,U+2952,&LeftVectorBar;,Leftwards Harpoon with Barb Up To Bar
Arrows,&#10579;,\2953,U+2953,&RightVectorBar;,Rightwards Harpoon with Barb Up To Bar
Arrows,&#10580;,\2954,U+2954,&RightUpVectorBar;,Upwards Harpoon with Barb Right To Bar
Arrows,&#10581;,\2955,U+2955,&RightDownVectorBar;,Downwards Harpoon with Barb Right To Bar
Arrows,&#10582;,\2956,U+2956,&DownLeftVectorBar;,Leftwards Harpoon with Barb Down To Bar
Arrows,&#10583;,\2957,U+2957,&DownRightVectorBar;,Rightwards Harpoon with Barb Down To Bar
Arrows,&#10584;,\2958,U+2958,&LeftUpVectorBar;,Upwards Harpoon with Barb Left To Bar
Arrows,&#10585;,\2959,U+2959,&LeftDownVectorBar;,Downwards Harpoon with Barb Left To Bar
Arrows,&#10586;,\295A,U+295A,&LeftTeeVector;,Leftwards Harpoon with Barb Up from Bar
Arrows,&#10587;,\295B,U+295B,&RightTeeVector;,Rightwards Harpoon with Barb Up from Bar
Arrows,&#10588;,\295C,U+295C,&RightUpTeeVector;,Upwards Harpoon with Barb Right from Bar
Arrows,&#10589;,\295D,U+295D,&RightDownTeeVector;,Downwards Harpoon with Barb Right from Bar
Arrows,&#10590;,\295E,U+295E,&DownLeftTeeVector;,Leftwards Harpoon with Barb Down from Bar
Arrows,&#10591;,\295F,U+295F,&DownRightTeeVector;,Rightwards Harpoon with Barb Down from Bar
Arrows,&#10592;,\2960,U+2960,&LeftUpTeeVector;,Upwards Harpoon with Barb Left from Bar
Arrows,&#10593;,\2961,U+2961,&LeftDownTeeVector;,Downwards Harpoon with Barb Left from Bar
Arrows,&#10594;,\2962,U+2962,&lHar;,Leftwards Harpoon with Barb Up Above Leftwards Harpoon with Barb Down
Arrows,&#10595;,\2963,U+2963,&uHar;,Upwards Harpoon with Barb Left Beside Upwards Harpoon with Barb Right
Arrows,&#10596;,\2964,U+2964,&rHar;,Rightwards Harpoon with Barb Up Above Rightwards Harpoon with Barb Down
Arrows,&#10597;,\2965,U+2965,&dHar;,Downwards Harpoon with Barb Left Beside Downwards Harpoon with Barb Right
Arrows,&#10598;,\2966,U+2966,&luruhar;,Leftwards Harpoon with Barb Up Above Rightwards Harpoon with Barb Up
Arrows,&#10599;,\2967,U+2967,&ldrdhar;,Leftwards Harpoon with Barb Down Above Rightwards Harpoon with Barb Down
Arrows,&#10600;,\2968,U+2968,&ruluhar;,Rightwards Harpoon with Barb Up Above Leftwards Harpoon with Barb Up
Arrows,&#10601;,\2969,U+2969,&rdldhar;,Rightwards Harpoon with Barb Down Above Leftwards Harpoon with Barb Down
Arrows,&#10602;,\296A,U+296A,&lharul;,Leftwards Harpoon with Barb Up Above Long Dash
Arrows,&#10603;,\296B,U+296B,&llhard;,Leftwards Harpoon with Barb Down Below Long Dash
Arrows,&#10604;,\296C,U+296C,&rharul;,Rightwards Harpoon with Barb Up Above Long Dash
Arrows,&#10605;,\296D,U+296D,&lrhard;,Rightwards Harpoon with Barb Down Below Long Dash
Arrows,&#10606;,\296E,U+296E,&udhar;,Upwards Harpoon with Barb Left Beside Downwards Harpoon with Barb Right
Arrows,&#10607;,\296F,U+296F,&duhar;,Downwards Harpoon with Barb Left Beside Upwards Harpoon with Barb Right
Arrows,&#10608;,\2970,U+2970,&RoundImplies;,Right Double Arrow with Rounded Head
Arrows,&#10609;,\2971,U+2971,&erarr;,Equals Sign Above Rightwards Arrow
Arrows,&#10610;,\2972,U+2972,&simrarr;,Tilde Operator Above Rightwards Arrow
Arrows,&#10611;,\2973,U+2973,&larrsim;,Leftwards Arrow Above Tilde Operator
Arrows,&#10612;,\2974,U+2974,&rarrsim;,Rightwards Arrow Above Tilde Operator
Arrows,&#10613;,\2975,U+2975,&rarrap;,Rightwards Arrow Above Almost Equal To
Arrows,&#10614;,\2976,U+2976,&ltlarr;,Less-Than Above Leftwards Arrow
Arrows,&#10616;,\2978,U+2978,&gtrarr;,Greater-Than Above Rightwards Arrow
Arrows,&#10617;,\2979,U+2979,&subrarr;,Subset Above Rightwards Arrow
Arrows,&#10619;,\297B,U+297B,&suplarr;,Superset Above Leftwards Arrow
Arrows,&#10620;,\297C,U+297C,&lfisht;,Left Fish Tail
Arrows,&#10621;,\297D,U+297D,&rfisht;,Right Fish Tail
Arrows,&#10622;,\297E,U+297E,&ufisht;,Up Fish Tail
Arrows,&#10623;,\297F,U+297F,&dfisht;,Down Fish Tail